name,university,rank,url,cit,cit_2012,hid,hid_2012,citations,papers
VS Sunderam,Emory,21,https://scholar.google.com/citations?user=6k7bp8IAAAAJ&hl=en,16411,1686,39,17,302,44
L. Courtney Smith,George Washington University,56,https://scholar.google.com/citations?user=C_ancpcAAAAJ&hl=en,4568,2101,32,23,151,22
Edward P Weiss,Saint Louis University,95,https://scholar.google.com/citations?user=EV2WaLcAAAAJ&hl=en,3063,1776,29,24,302,44
Hampton Gabler,Virginia Tech,74,https://scholar.google.com/citations?user=FubFFu8AAAAJ&hl=en,2555,1696,27,21,549,80
Robert Baier,New York University,30,https://scholar.google.com/citations?user=HambNPIAAAAJ&hl=en,8617,1827,50,19,199,29
David Fyhrie,University of California Davis,48,https://scholar.google.com/citations?user=HW-ERT0AAAAJ&hl=en,12269,4502,49,33,199,29
Mark Rivard,Tufts University,29,https://scholar.google.com/citations?user=lICuO08AAAAJ&hl=en,6361,3645,39,29,892,130
Jaroslaw Polanski,American University,69,https://scholar.google.com/citations?user=BvygmXYAAAAJ&hl=en,2659,1397,31,21,343,50
Leonid Kazovsky,Stanford,7,https://scholar.google.com/citations?user=39Y_XUYAAAAJ&hl=en,12810,3678,58,30,391,57
Zhongfei (Mark) Zhang,Binghamton University,87,https://scholar.google.com/citations?user=RM7y-rcAAAAJ&hl=en,18194,12050,38,31,5974,871
Angus Rockett,Colorado School of Mines,76,https://scholar.google.com/citations?user=KvTnp1UAAAAJ&hl=en,8066,3411,46,30,679,99
Herbert H. Clark,Stanford,7,https://scholar.google.com/citations?user=0jeEp_sAAAAJ&hl=en,57117,16693,80,50,48,7
Jeffery Sobal,Cornell,15,https://scholar.google.com/citations?user=a1UpYYcAAAAJ&hl=en,16814,7443,64,44,288,42
Rajan K. Chakrabarty,Washington University in St. Louis,19,https://scholar.google.com/citations?user=c79hBb0AAAAJ&hl=en,1699,1360,18,18,384,56
Michael Crandall,University of California Santa Barbara,39,https://scholar.google.com/citations?user=E8gtzoIAAAAJ&hl=en,23238,6290,56,33,48,7
David Padua,University of Illinois at Urbana Champaign,53,https://scholar.google.com/citations?user=QaLf6bEAAAAJ&hl=en,12999,3317,60,31,240,35
Ronnie Wilbur,Purdue University,57,https://scholar.google.com/citations?user=gC5RqdoAAAAJ&hl=en,4654,1558,38,22,192,28
Kenneth Campellone,University of Connecticut,58,https://scholar.google.com/citations?user=opOQY20AAAAJ&hl=en,3129,1626,21,19,48,7
Guido Schnabel,Clemson University,67,https://scholar.google.com/citations?user=d8DPXiMAAAAJ&hl=en,1794,1340,24,21,624,91
Herbert H. Clark,Clark University,81,https://scholar.google.com/citations?user=0jeEp_sAAAAJ&hl=en,57117,16693,80,50,48,7
Jack J. Jiang,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=X6lFhDwAAAAJ&hl=en,5884,3172,44,29,473,69
VS Subrahmanian,University of Maryland College Park,65,https://scholar.google.com/citations?user=PLt9wB8AAAAJ&hl=en,22109,7169,64,34,946,138
Xiao-Li Meng,Harvard,2,https://scholar.google.com/citations?user=4Qr8tRgAAAAJ&hl=en,16283,8216,40,28,329,48
Eckhart Fí_rster,Florida State University,82,https://scholar.google.com/citations?user=T_9eCkQAAAAJ&hl=en,8321,2802,44,27,281,41
Bastiaan Driehuys,Duke University,9,https://scholar.google.com/citations?user=iFk12F4AAAAJ&hl=en,5601,2009,34,24,370,54
Lee J. Kerkhof,Rutgers University,70,https://scholar.google.com/citations?user=JazFgS8AAAAJ&hl=en,4042,1785,37,27,185,27
Jack Xin,University of California Irvine,43,https://scholar.google.com/citations?user=b5r5ldYAAAAJ&hl=en,2772,1389,28,19,507,74
William C. de Groat,University of Pittsburgh,68,https://scholar.google.com/citations?user=HwzNlMgAAAAJ&hl=en,41123,11639,108,50,1014,148
P Buchwald,Miami University,78,https://scholar.google.com/citations?user=5Hh0IK8AAAAJ&hl=en,3119,1436,30,20,322,47
Nader Behdad,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=eck4TFEAAAAJ&hl=en,3824,2946,30,28,1055,154
Dyan Mazurana,Tufts University,29,https://scholar.google.com/citations?user=OAlz9vsAAAAJ&hl=en,1959,1102,21,16,137,20
Sucharita Gopal,Boston University,37,https://scholar.google.com/citations?user=yH1JKd0AAAAJ&hl=en,7408,2517,36,24,137,20
Martin Gruebele,University of Illinois at Urbana Champaign,53,https://scholar.google.com/citations?user=zFnJFmAAAAAJ&hl=en,12320,5171,58,36,863,126
Prof. Abigail Elizur,University of Southern California,24,https://scholar.google.com/citations?user=kIbYnlcAAAAJ&hl=en,4448,1950,35,23,589,86
Gianluigi Veglia,University of Minnesota,73,https://scholar.google.com/citations?user=QrJD-WgAAAAJ&hl=en,5692,3164,46,30,815,119
Shabbir Ahmed,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=4D9lk0MAAAAJ&hl=en,5781,3521,33,26,452,66
Lacy M. Alexander Holowatz,Pennsylvania State University,52,https://scholar.google.com/citations?user=x05oNKcAAAAJ&hl=en,3050,2166,28,25,664,97
Robert B. Noland,Rutgers University,70,https://scholar.google.com/citations?user=QQOnlW8AAAAJ&hl=en,9104,5503,43,38,479,70
Nancy Louis,Emory,21,https://scholar.google.com/citations?user=XNmAfn0AAAAJ&hl=en,2084,1152,15,13,130,19
Michael Varenberg,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=DiX6zLgAAAAJ&hl=en,2111,1372,21,20,130,19
John E. Tilton,Colorado School of Mines,76,https://scholar.google.com/citations?user=R8uzCk0AAAAJ&hl=en,3984,1752,30,19,171,25
Jingshan Li,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=JElfnUoAAAAJ&hl=en,2865,2184,27,24,677,99
Youcheng Wang,University of Florida,45,https://scholar.google.com/citations?user=RmJtCwMAAAAJ&hl=en,21798,14028,51,44,4218,617
Chien-Chung Shen,University of Delaware,86,https://scholar.google.com/citations?user=QyipVRoAAAAJ&hl=en,6532,2641,37,25,417,61
Jui-Chung Yang,University of Southern California,24,https://scholar.google.com/citations?user=ctFP43QAAAAJ&hl=en,7822,6119,42,36,3151,461
Archie Holmes,University of Virginia,26,https://scholar.google.com/citations?user=0cv-lFMAAAAJ&hl=en,3948,1217,32,19,123,18
Chela Sandoval,University of California Santa Barbara,39,https://scholar.google.com/citations?user=hqNpy-wAAAAJ&hl=en,4034,1821,18,13,123,18
Robert Huckfeldt,University of California Davis,48,https://scholar.google.com/citations?user=tdH_NroAAAAJ&hl=en,13075,5330,43,32,82,12
Sarah Kay Bronson,Pennsylvania State University,52,https://scholar.google.com/citations?user=pvFN7PYAAAAJ&hl=en,3149,1619,25,17,41,6
Bud Freeman,University of Georgia,55,https://scholar.google.com/citations?user=x5ia148AAAAJ&hl=en,2294,1014,23,17,82,12
Erich Kaltofen,North Carolina State University,84,https://scholar.google.com/citations?user=irht4jgAAAAJ&hl=en,6829,1992,49,25,205,30
David Kimball,Saint Louis University,95,https://scholar.google.com/citations?user=-Jv8t-wAAAAJ&hl=en,3635,1978,22,17,246,36
Maureen Donlin,Saint Louis University,95,https://scholar.google.com/citations?user=EiJfPOQAAAAJ&hl=en,2315,1088,21,17,123,18
Vladimir Mitin,University at Buffalo,100,https://scholar.google.com/citations?user=OsMMO-EAAAAJ&hl=en,6570,2893,36,25,731,107
Steven F. Son,Purdue University,57,https://scholar.google.com/citations?user=7sqsWEcAAAAJ&hl=en,6680,4234,44,33,970,142
Mark G. Allen,University of Pennsylvania,8,https://scholar.google.com/citations?user=MbXkBY0AAAAJ&hl=en,19727,8060,66,40,642,94
P Buchwald,University of Miami,49,https://scholar.google.com/citations?user=5Hh0IK8AAAAJ&hl=en,3113,1434,30,20,321,47
TJB Collins,University of Rochester,36,https://scholar.google.com/citations?user=vsFisHsAAAAJ&hl=en,1870,1147,26,20,519,76
WO Soboyejo,Worcester Polytechnic Institute,66,https://scholar.google.com/citations?user=QuxwXR4AAAAJ&hl=en,7982,3819,44,28,758,111
Ellen RM Druffel,University of California Irvine,43,https://scholar.google.com/citations?user=cTL5dS4AAAAJ&hl=en,11752,3806,61,32,239,35
Hassan Farhangi,California Institute of Technology,10,https://scholar.google.com/citations?user=wGGvlekAAAAJ&hl=en,2332,2071,11,11,198,29
Robert Scheidt,Marquette University,91,https://scholar.google.com/citations?user=J4paJ_cAAAAJ&hl=en,2201,1258,22,19,198,29
Thomas Painter,California Institute of Technology,10,https://scholar.google.com/citations?user=dlwAkpcAAAAJ&hl=en,7513,4829,41,35,1140,167
Anne McElroy,Stony Brook University,98,https://scholar.google.com/citations?user=EOsSEf8AAAAJ&hl=en,2238,705,27,15,157,23
Ronald Goldsmith,University of Florida,45,https://scholar.google.com/citations?user=duHgbcQAAAAJ&hl=en,21775,12083,73,51,430,63
Ronald Goldsmith,Florida State University,82,https://scholar.google.com/citations?user=duHgbcQAAAAJ&hl=en,21775,12083,73,51,430,63
Michael Vannier,University of Chicago,3,https://scholar.google.com/citations?user=YAgmYI8AAAAJ&hl=en,23293,5466,75,35,273,40
Justine Cassell,Carnegie Mellon University,25,https://scholar.google.com/citations?user=wkC9xHMAAAAJ&hl=en,15226,4705,58,36,273,40
Katia Sycara,Carnegie Mellon University,25,https://scholar.google.com/citations?user=VWv6a9kAAAAJ&hl=en,42088,11606,87,47,1010,148
Edward Fox,Virginia Tech,74,https://scholar.google.com/citations?user=uDwy_JgAAAAJ&hl=en,16350,4193,57,25,621,91
Paul H Edelman,Vanderbilt,17,https://scholar.google.com/citations?user=2m4XlqEAAAAJ&hl=en,2708,909,28,16,116,17
Cynthia Feliciano,University of California Irvine,43,https://scholar.google.com/citations?user=PLUfrEoAAAAJ&hl=en,2271,1477,19,17,116,17
Brad Wyble,Pennsylvania State University,52,https://scholar.google.com/citations?user=euSPiesAAAAJ&hl=en,3306,1879,21,19,464,68
Matthias Scheutz,Tufts University,29,https://scholar.google.com/citations?user=5yT3GScAAAAJ&hl=en,4552,2906,36,29,1037,152
Glenn Markenson,Boston University,37,https://scholar.google.com/citations?user=t-gnnHAAAAAJ&hl=en,3013,1884,27,24,382,56
Karen Quigley,Northeastern,40,https://scholar.google.com/citations?user=aZ3qhVUAAAAJ&hl=en,6451,2979,29,24,382,56
M. Kumar,Rochester Institute of Technology,97,https://scholar.google.com/citations?user=idH8IwYAAAAJ&hl=en,3442,1705,29,21,191,28
Brian Trewyn,Colorado School of Mines,76,https://scholar.google.com/citations?user=hR8Yf5QAAAAJ&hl=en,11024,7558,35,32,457,67
"Paul E. Kilgore, MPH, MD",Michigan State University,83,https://scholar.google.com/citations?user=9HFuGBMAAAAJ&hl=en,4237,1817,33,24,341,50
Christopher E. Moorman,North Carolina State University,84,https://scholar.google.com/citations?user=BaQGyJ8AAAAJ&hl=en,1565,1052,20,18,566,83
Rajat Mittal,Johns Hopkins University,12,https://scholar.google.com/citations?user=gK5DF9QAAAAJ&hl=en,11750,6625,49,38,825,121
Ajay Kohli,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=IZK5fLEAAAAJ&hl=en,30354,12968,31,28,75,11
"Elizabeth Dugan, PhD",Boston University,37,https://scholar.google.com/citations?user=3faODFEAAAAJ&hl=en,4138,1928,28,18,225,33
Thomas Sheahan,Northeastern,40,https://scholar.google.com/citations?user=Ir-TYP8AAAAJ&hl=en,3369,1506,18,13,75,11
John C. MacDonald,Worcester Polytechnic Institute,66,https://scholar.google.com/citations?user=A-1Qg5wAAAAJ&hl=en,4938,1631,21,14,75,11
RJ Braun,University of Delaware,86,https://scholar.google.com/citations?user=8QaX7wsAAAAJ&hl=en,2670,1154,27,20,409,60
thomas j webster,Northeastern,40,https://scholar.google.com/citations?user=0PGGmygAAAAJ&hl=en,27077,16205,82,65,5255,771
Duje Tadin,University of Rochester,36,https://scholar.google.com/citations?user=ixyRXjwAAAAJ&hl=en,1737,1183,21,18,443,65
"Thomas Albini, MD",Miami University,78,https://scholar.google.com/citations?user=RdRu7h4AAAAJ&hl=en,2465,1944,28,24,913,134
Michael Johnson,Georgetown University,20,https://scholar.google.com/citations?user=rUdyQlsAAAAJ&hl=en,11395,5153,50,32,327,48
Ilya Kapovich,University of Illinois at Urbana Champaign,53,https://scholar.google.com/citations?user=192KUCYAAAAJ&hl=en,2093,1064,24,18,218,32
Christina Cowger,North Carolina State University,84,https://scholar.google.com/citations?user=APwxkDEAAAAJ&hl=en,1653,1164,23,20,218,32
Pei-Yu Chiou,"University of California, Los Angeles",23,https://scholar.google.com/citations?user=_JGskXUAAAAJ&hl=en,3755,2321,27,25,470,69
Kurt F. Hauser,University of Virginia,26,https://scholar.google.com/citations?user=hIsw-vIAAAAJ&hl=en,6126,2786,47,32,613,90
Pascal Hitzler,Ohio State University,54,https://scholar.google.com/citations?user=EkwfQcMAAAAJ&hl=en,8123,5134,44,34,1226,180
Calvin Roskelley,Columbia,5,https://scholar.google.com/citations?user=I7Wm2RMAAAAJ&hl=en,11768,4533,37,27,177,26
Mikhail Y. Berezin,Washington University in St. Louis,19,https://scholar.google.com/citations?user=Uk8VhXEAAAAJ&hl=en,2611,2119,25,21,354,52
Ronald K. Castellano,University of Florida,45,https://scholar.google.com/citations?user=ncrrb0UAAAAJ&hl=en,5523,2321,26,18,177,26
Lynn Schofield Clark,Clark University,81,https://scholar.google.com/citations?user=QIVhOscAAAAJ&hl=en,2050,1070,21,17,177,26
Lynn Schofield Clark,University of Denver,88,https://scholar.google.com/citations?user=QIVhOscAAAAJ&hl=en,2050,1070,21,17,177,26
Michael N Jones,Indiana University,90,https://scholar.google.com/citations?user=Goi63TYAAAAJ&hl=en,3689,2773,28,24,1416,208
Mikhail Y. Berezin,Saint Louis University,95,https://scholar.google.com/citations?user=Uk8VhXEAAAAJ&hl=en,2611,2119,25,21,354,52
Xuesong Liu,Carnegie Mellon University,25,https://scholar.google.com/citations?user=RGMiLQkAAAAJ&hl=en,2708,1965,19,18,1164,171
Bahr Weiss,Vanderbilt,17,https://scholar.google.com/citations?user=sEw9bJwAAAAJ&hl=en,10277,3029,44,29,211,31
Marcia K O'Malley,Rice University,16,https://scholar.google.com/citations?user=6hkhxioAAAAJ&hl=en,2525,1834,28,23,701,103
"Mark K. Eskandari, MD",Northwestern,13,https://scholar.google.com/citations?user=6ZSWNfgAAAAJ&hl=en,5059,2632,37,26,490,72
Raimond L Winslow,Johns Hopkins University,12,https://scholar.google.com/citations?user=xc3Z9lMAAAAJ&hl=en,9314,3506,50,34,279,41
Sally Clark Stearns,Clark University,81,https://scholar.google.com/citations?user=f8BKc8QAAAAJ&hl=en,5643,2684,38,28,619,91
Andrew Neviaser,George Washington University,56,https://scholar.google.com/citations?user=QW6GutwAAAAJ&hl=en,1583,1119,13,11,136,20
Andrei Alexandrescu,University of Connecticut,58,https://scholar.google.com/citations?user=GPny9XYAAAAJ&hl=en,2738,862,32,17,136,20
Edward Bernat,University of Maryland College Park,65,https://scholar.google.com/citations?user=9wvNg-8AAAAJ&hl=en,3247,2165,30,27,306,45
JB Kingree,Clemson University,67,https://scholar.google.com/citations?user=OKjjitUAAAAJ&hl=en,2248,1043,25,18,68,10
Chris Anson,North Carolina State University,84,https://scholar.google.com/citations?user=iG_L2d4AAAAJ&hl=en,2382,974,26,17,136,20
Chrystalla Mouza,University of Delaware,86,https://scholar.google.com/citations?user=8p-57-sAAAAJ&hl=en,1598,1146,17,16,340,50
Victor Saouma,University of Colorado,92,https://scholar.google.com/citations?user=o8j-nf8AAAAJ&hl=en,3380,1419,34,23,170,25
Yu-ping Tian,Yeshiva University,96,https://scholar.google.com/citations?user=qQkFM0UAAAAJ&hl=en,3233,2207,27,20,408,60
Yu-Lung Lo,Yeshiva University,96,https://scholar.google.com/citations?user=Li7MD7YAAAAJ&hl=en,2978,1735,32,21,442,65
Dong-Ping Wang,Stony Brook University,98,https://scholar.google.com/citations?user=O1VmGP8AAAAJ&hl=en,3799,1330,37,20,306,45
"Thomas Albini, MD",University of Miami,49,https://scholar.google.com/citations?user=RdRu7h4AAAAJ&hl=en,2458,1937,28,24,904,133
Philip J Morrison,University of Texas at Austin,59,https://scholar.google.com/citations?user=6Plwe-IAAAAJ&hl=en,8179,3768,46,30,870,128
Michio Okabayashi,Princeton,1,https://scholar.google.com/citations?user=llX6hYkAAAAJ&hl=en,7975,2746,49,27,367,54
Giampaolo Perna,Miami University,78,https://scholar.google.com/citations?user=3KLF2y8AAAAJ&hl=en,4064,1607,37,20,564,83
M. Brian Blake,Drexel University,94,https://scholar.google.com/citations?user=yviVLyIAAAAJ&hl=en,3264,1935,30,22,496,73
Shahram Ghandeharizadeh,University of Southern California,24,https://scholar.google.com/citations?user=FI5-sZEAAAAJ&hl=en,4615,742,32,12,231,34
clayton lewis,University of Colorado,92,https://scholar.google.com/citations?user=eIYoeT4AAAAJ&hl=en,11770,3399,40,22,231,34
Scott Slotnick,Boston College,32,https://scholar.google.com/citations?user=1p0YLhUAAAAJ&hl=en,4046,2016,31,24,197,29
Mark Alan Lawley,Texas A&M University,72,https://scholar.google.com/citations?user=smqjwZwAAAAJ&hl=en,4436,2561,28,22,197,29
Jianwen Su,University of California Santa Barbara,39,https://scholar.google.com/citations?user=JpC9bmEAAAAJ&hl=en,7651,2227,45,24,163,24
Waltraud Kriven,University of Illinois at Urbana Champaign,53,https://scholar.google.com/citations?user=u63iKRUAAAAJ&hl=en,8404,3895,45,29,543,80
Mahesh Jayaraman,Brown University,14,https://scholar.google.com/citations?user=58bK0NsAAAAJ&hl=en,2102,1381,21,19,536,79
Jack Edwards,North Carolina State University,84,https://scholar.google.com/citations?user=a-iDV4YAAAAJ&hl=en,4559,2439,35,27,536,79
Siddappa N. Byrareddy,Emory,21,https://scholar.google.com/citations?user=gEXFqFwAAAAJ&hl=en,2249,1465,25,20,346,51
Werner Kuhn,University of California Santa Barbara,39,https://scholar.google.com/citations?user=SQsXfZAAAAAJ&hl=en,5065,2009,39,23,407,60
Piotr E Marszalek,Duke University,9,https://scholar.google.com/citations?user=B2AGr_sAAAAJ&hl=en,8965,2914,39,27,312,46
Yuping Huang,University of Florida,45,https://scholar.google.com/citations?user=S4U94QwAAAAJ&hl=en,5906,3674,39,27,1770,261
Dominic Parrott,University of Georgia,55,https://scholar.google.com/citations?user=PLkMWPkAAAAJ&hl=en,2915,1920,32,27,278,41
An Yin,"University of California, Los Angeles",23,https://scholar.google.com/citations?user=BL8f0VsAAAAJ&hl=en,20952,11121,66,52,583,86
Donald Lessard,Massachusetts Institute of Technology,6,https://scholar.google.com/citations?user=RXeeJCcAAAAJ&hl=en,7005,2109,33,19,122,18
Benjamin Kimia,Brown University,14,https://scholar.google.com/citations?user=R2og0AoAAAAJ&hl=en,8758,2398,46,26,122,18
Mario Bergí©s,Carnegie Mellon University,25,https://scholar.google.com/citations?user=b7XUPaQAAAAJ&hl=en,1520,1392,20,19,488,72
Liah Greenfeld,Boston University,37,https://scholar.google.com/citations?user=wd3fs7AAAAAJ&hl=en,5308,1662,18,14,61,9
Trish Berger,University of California Davis,48,https://scholar.google.com/citations?user=bq9O9ZsAAAAJ&hl=en,3625,1029,33,17,122,18
Antonio Mignucci,American University,69,https://scholar.google.com/citations?user=0fNeY1YAAAAJ&hl=en,1649,780,22,15,122,18
Songqing Jin,Michigan State University,83,https://scholar.google.com/citations?user=0KM3WhUAAAAJ&hl=en,2818,1641,24,20,244,36
C. Dirk Keene,University of Washington,60,https://scholar.google.com/citations?user=PUvHhL0AAAAJ&hl=en,10805,4033,29,24,881,130
"Tae Kyoung Kim, PhD",University of California San Diego,44,https://scholar.google.com/citations?user=LGFZRC4AAAAJ&hl=en,4421,2607,34,26,603,89
"Tae Kyoung Kim, PhD",University of San Diego,93,https://scholar.google.com/citations?user=LGFZRC4AAAAJ&hl=en,4421,2607,34,26,603,89
Michael Stoto,Georgetown University,20,https://scholar.google.com/citations?user=_Dc0YuQAAAAJ&hl=en,6696,2564,36,25,271,40
Pamela Cosman,University of California San Diego,44,https://scholar.google.com/citations?user=4l3CPVcAAAAJ&hl=en,6620,2422,38,26,542,80
Pamela Cosman,University of San Diego,93,https://scholar.google.com/citations?user=4l3CPVcAAAAJ&hl=en,6620,2422,38,26,542,80
Vijay Kumar,University of Pennsylvania,8,https://scholar.google.com/citations?user=FUOEBDUAAAAJ&hl=en,38610,21333,85,64,7479,1104
Frank Ko,Columbia,5,https://scholar.google.com/citations?user=WLwnxTgAAAAJ&hl=en,14001,6671,49,36,630,93
Joan Redwing,Pennsylvania State University,52,https://scholar.google.com/citations?user=-fma4L0AAAAJ&hl=en,12833,4718,64,38,420,62
Peter Auster,University of Connecticut,58,https://scholar.google.com/citations?user=sjp2pjMAAAAJ&hl=en,3929,1347,32,19,210,31
Siamack Shirazi,University of Tulsa,89,https://scholar.google.com/citations?user=dkFlgdMAAAAJ&hl=en,3289,2052,31,26,657,97
James H. Adair,Pennsylvania State University,52,https://scholar.google.com/citations?user=5xJT2-8AAAAJ&hl=en,5481,2420,38,24,237,35
Giampaolo Perna,University of Miami,49,https://scholar.google.com/citations?user=3KLF2y8AAAAJ&hl=en,4062,1605,37,20,562,83
Kara L Bren,University of Rochester,36,https://scholar.google.com/citations?user=eqCI1VQAAAAJ&hl=en,2394,1030,28,17,264,39
Timothy Hoover,University of Georgia,55,https://scholar.google.com/citations?user=Fobsd6AAAAAJ&hl=en,2908,858,29,18,88,13
Saouma BouJaoude,American University,69,https://scholar.google.com/citations?user=oEcrPLAAAAAJ&hl=en,3889,2304,26,23,176,26
Pawan Sinha,Massachusetts Institute of Technology,6,https://scholar.google.com/citations?user=lQKHQV0AAAAJ&hl=en,8568,4127,40,32,555,82
Jin U. Kang,Johns Hopkins University,12,https://scholar.google.com/citations?user=TnmKE98AAAAJ&hl=en,6414,3250,44,31,1130,167
Gianluigi De Geronimo,Stony Brook University,98,https://scholar.google.com/citations?user=WNTVY6cAAAAJ&hl=en,2909,1478,34,21,521,77
Alan Silberberg,American University,69,https://scholar.google.com/citations?user=u90rFioAAAAJ&hl=en,2342,977,29,16,115,17
Leonidas G. Koniaris,Indiana University,90,https://scholar.google.com/citations?user=HKLrcQ8AAAAJ&hl=en,11656,6247,53,41,541,80
Professor Vladimir Elisashvili,University of Georgia,55,https://scholar.google.com/citations?user=Sh8jzkAAAAAJ&hl=en,2100,1393,22,18,142,21
Gí_ran Ericsson,Saint Louis University,95,https://scholar.google.com/citations?user=XUBmQs8AAAAJ&hl=en,3515,2232,34,25,568,84
Aletha C Huston,University of Texas at Austin,59,https://scholar.google.com/citations?user=vy0bbbUAAAAJ&hl=en,20301,7723,70,42,169,25
Mark Claypool,Worcester Polytechnic Institute,66,https://scholar.google.com/citations?user=KsSGzrQAAAAJ&hl=en,6623,2615,35,22,169,25
K. Jagannadham,North Carolina State University,84,https://scholar.google.com/citations?user=FtZ7z2EAAAAJ&hl=en,2354,697,23,12,169,25
Victor Saouma,University of Colorado,92,https://scholar.google.com/citations?user=t3iIF4wAAAAJ&hl=en,3367,1411,34,23,169,25
Muriel Medard,Massachusetts Institute of Technology,6,https://scholar.google.com/citations?user=6_oL_9IAAAAJ&hl=en,28821,15063,69,50,1656,245
Maria Garzaran,University of Illinois at Urbana Champaign,53,https://scholar.google.com/citations?user=NxS_bKsAAAAJ&hl=en,1697,888,22,17,196,29
Ofer Harel,University of Connecticut,58,https://scholar.google.com/citations?user=T1RlT7gAAAAJ&hl=en,1917,1375,22,21,392,58
Martin Banks,UC Berkeley,22,https://scholar.google.com/citations?user=Smr99uEAAAAJ&hl=en,15358,6848,58,39,500,74
"Paul Seymour, PD Seymour, Paul D. Seymour",Princeton,1,https://scholar.google.com/citations?user=n3ZjGPsAAAAJ&hl=en,26584,10050,70,45,581,86
Paul Harris,Vanderbilt,17,https://scholar.google.com/citations?user=hgLSSusAAAAJ&hl=en,10492,7343,33,22,358,53
Robert L. Lytton,Texas A&M University,72,https://scholar.google.com/citations?user=4tkHMAEAAAAJ&hl=en,7270,3449,42,28,493,73
G. Ardine de Wit,University of Georgia,55,https://scholar.google.com/citations?user=aU9JJPMAAAAJ&hl=en,3815,2434,33,28,844,125
Robert P Sherman,California Institute of Technology,10,https://scholar.google.com/citations?user=khbAaEsAAAAJ&hl=en,6537,1164,16,12,27,4
Gregory Nikiforovich,Washington University in St. Louis,19,https://scholar.google.com/citations?user=b4gwDfgAAAAJ&hl=en,2490,524,29,14,27,4
Durairaj Maheswaran,New York University,30,https://scholar.google.com/citations?user=kxk89iEAAAAJ&hl=en,10076,4447,27,25,108,16
Shahin Ayazi,University of Rochester,36,https://scholar.google.com/citations?user=wUdBftwAAAAJ&hl=en,1555,1216,21,19,81,12
RS Oropesa,Pennsylvania State University,52,https://scholar.google.com/citations?user=exjFBx0AAAAJ&hl=en,3523,1360,31,20,108,16
Daniel R Zeigler,Ohio State University,54,https://scholar.google.com/citations?user=4N04ZMoAAAAJ&hl=en,5540,2166,13,10,54,8
FC Michel Jr,Ohio State University,54,https://scholar.google.com/citations?user=75oJOdMAAAAJ&hl=en,3181,1454,27,21,189,28
Erran Carmel,University of Washington,60,https://scholar.google.com/citations?user=igqoMzYAAAAJ&hl=en,7706,2806,32,26,270,40
Julia Brumaghim,Clemson University,67,https://scholar.google.com/citations?user=k_-LIeUAAAAJ&hl=en,2394,1613,23,19,189,28
Erran Carmel,American University,69,https://scholar.google.com/citations?user=igqoMzYAAAAJ&hl=en,7713,2813,32,26,270,40
Kichan Nam,American University,69,https://scholar.google.com/citations?user=UM-pc_kAAAAJ&hl=en,2437,1255,19,15,81,12
Thomas J. Gianfagna,Rutgers University,70,https://scholar.google.com/citations?user=ry_DxEcAAAAJ&hl=en,2351,1052,29,17,54,8
John Taylor,Florida State University,82,https://scholar.google.com/citations?user=BSGbODAAAAAJ&hl=en,1614,920,18,15,54,8
Stephen Gedney,University of Colorado,92,https://scholar.google.com/citations?user=JSYaWIwAAAAJ&hl=en,5892,2354,31,21,162,24
Eric Loth,University of Virginia,26,https://scholar.google.com/citations?user=AqEcQtYAAAAJ&hl=en,4612,2954,34,27,776,115
Torsten Haberzettl,Florida State University,82,https://scholar.google.com/citations?user=BetKVzUAAAAJ&hl=en,1993,1526,25,25,614,91
Cyrus R. Safinya,University of California Santa Barbara,39,https://scholar.google.com/citations?user=ZP1S8FYAAAAJ&hl=en,16013,4282,62,36,452,67
Brian Schmit,Marquette University,91,https://scholar.google.com/citations?user=fiU_jicAAAAJ&hl=en,3300,1871,33,24,452,67
Qianqian Fang,Northeastern,40,https://scholar.google.com/citations?user=zrNllN0AAAAJ&hl=en,2610,1961,24,22,317,47
Santiago Ontaí±í_n,Drexel University,94,https://scholar.google.com/citations?user=aS-DrOwAAAAJ&hl=en,1980,1357,24,18,607,90
Lewis A. Wheaton,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=Z_kEGKcAAAAJ&hl=en,1881,1418,19,17,236,35
Michael Honig,Northwestern,13,https://scholar.google.com/citations?user=n-fN1Z0AAAAJ&hl=en,15206,4074,53,31,418,62
Perry Y. Li,University of Minnesota,73,https://scholar.google.com/citations?user=p8ArrV4AAAAJ&hl=en,3597,1660,34,22,418,62
Kenny Breuer,Brown University,14,https://scholar.google.com/citations?user=vmC7Ky4AAAAJ&hl=en,12101,4942,60,37,546,81
hari sundaram,University of Illinois at Urbana Champaign,53,https://scholar.google.com/citations?user=Z962IGQAAAAJ&hl=en,5279,2258,34,26,182,27
Ali Shamseddine,American University,69,https://scholar.google.com/citations?user=RUBGqtoAAAAJ&hl=en,3891,2394,32,25,701,104
Maria Testa,University at Buffalo,100,https://scholar.google.com/citations?user=OR557tEAAAAJ&hl=en,7349,3563,44,36,337,50
Vladislav Yakovlev,Texas A&M University,72,https://scholar.google.com/citations?user=zTXbYs8AAAAJ&hl=en,5881,2172,37,26,903,134
